CustomerId,PurchaseDate,Product,Price
3,2022-09-9,Laptop,1793
13,2022-09-9,Phone,1021
18,2022-09-9,Laptop,1634$
18,2022-09-9,TV,1684
35,2022-09-9,Phone,1115
44,2022-09-9,Laptop,3435
69,2022-09-9,Laptop,1872
69,2022-09-9,coffee machine,2998$
102,2022-09-9,Laptop,2514
116,2022-09-9,Microwave oven,519
135,2022-09-9,Vacuum cleaner,459
145,2022-09-9,coffee machine,399
158,2022-09-9,coffee machine,3217
170,2022-09-9,Vacuum cleaner,594
186,2022-09-9,Microwave oven,401
196,2022-09-9,TV,1624
210,2022-09-9,Microwave oven,560
224,2022-09-9,Microwave oven,386
234,2022-09-9,Phone,761
243,2022-09-9,Vacuum cleaner,241
285,2022-09-9,TV,2376
302,2022-09-9,TV,2341$
325,2022-09-9,TV,630
326,2022-09-9,Phone,1430
347,2022-09-9,coffee machine,4608
351,2022-09-9,Vacuum cleaner,209
355,2022-09-9,coffee machine,3852
364,2022-09-9,coffee machine,4433
371,2022-09-9,Laptop,2482
371,2022-09-9,Microwave oven,526
395,2022-09-9,Vacuum cleaner,564
443,2022-09-9,coffee machine,596
459,2022-09-9,Phone,779
475,2022-09-9,coffee machine,1991
505,2022-09-9,coffee machine,4595
518,2022-09-9,coffee machine,1585
533,2022-09-9,Vacuum cleaner,106
543,2022-09-9,Vacuum cleaner,549
621,2022-09-9,TV,2057
622,2022-09-9,coffee machine,3464
628,2022-09-9,Vacuum cleaner,472
631,2022-09-9,Laptop,1056
632,2022-09-9,TV,2477
644,2022-09-9,Vacuum cleaner,144
650,2022-09-9,Microwave oven,411$
665,2022-09-9,Laptop,1492$
672,2022-09-9,Vacuum cleaner,410
723,2022-09-9,Microwave oven,107
759,2022-09-9,Phone,248
779,2022-09-9,Laptop,2649
784,2022-09-9,Vacuum cleaner,150
809,2022-09-9,Phone,238$
879,2022-09-9,Laptop,2334
890,2022-09-9,Microwave oven,266
924,2022-09-9,Laptop,513$
928,2022-09-9,Phone,1343
952,2022-09-9,Laptop,2552
969,2022-09-9,coffee machine,567$
979,2022-09-9,Phone,1105$
994,2022-09-9,Microwave oven,494
998,2022-09-9,Laptop,1365
1037,2022-09-9,Laptop,1627
1047,2022-09-9,Vacuum cleaner,627$
1105,2022-09-9,coffee machine,4549
1116,2022-09-9,Vacuum cleaner,247
1117,2022-09-9,Laptop,2461
1119,2022-09-9,Phone,797
1130,2022-09-9,coffee machine,2806
1146,2022-09-9,Microwave oven,122
1150,2022-09-9,TV,536$
1151,2022-09-9,Laptop,1623
1153,2022-09-9,coffee machine,3656
1174,2022-09-9,Microwave oven,554$
1178,2022-09-9,Microwave oven,322
1196,2022-09-9,Phone,966
1207,2022-09-9,Vacuum cleaner,225
1243,2022-09-9,Phone,641
1247,2022-09-9,Phone,177
1279,2022-09-9,Phone,1318
1285,2022-09-9,Vacuum cleaner,206
1286,2022-09-9,Microwave oven,185$
1295,2022-09-9,Laptop,3475$
1296,2022-09-9,Vacuum cleaner,489
1323,2022-09-9,coffee machine,1986
1327,2022-09-9,Microwave oven,400
1340,2022-09-9,Laptop,1305$
1349,2022-09-9,Phone,1268
1435,2022-09-9,coffee machine,3225
1460,2022-09-9,coffee machine,435$
1461,2022-09-9,Vacuum cleaner,611
1467,2022-09-9,Microwave oven,195
1492,2022-09-9,Microwave oven,313
1500,2022-09-9,Vacuum cleaner,800
1526,2022-09-9,Microwave oven,376$
1541,2022-09-9,coffee machine,964
1595,2022-09-9,Laptop,2202
1634,2022-09-9,Vacuum cleaner,665
1681,2022-09-9,TV,1404
1716,2022-09-9,Microwave oven,299
1779,2022-09-9,Laptop,2900$
1808,2022-09-9,Microwave oven,539
1820,2022-09-9,Laptop,674
1825,2022-09-9,coffee machine,1834
1840,2022-09-9,Microwave oven,210$
1842,2022-09-9,TV,2366
1859,2022-09-9,Laptop,2549$
1865,2022-09-9,Phone,619
1882,2022-09-9,Microwave oven,354
1891,2022-09-9,coffee machine,4036
1948,2022-09-9,TV,655
1979,2022-09-9,Vacuum cleaner,765$
2026,2022-09-9,Vacuum cleaner,412
2049,2022-09-9,Vacuum cleaner,531
2058,2022-09-9,Phone,454
2064,2022-09-9,Phone,845$
2093,2022-09-9,Vacuum cleaner,618
2102,2022-09-9,Laptop,2224
2164,2022-09-9,Phone,877
2176,2022-09-9,Laptop,3426
2180,2022-09-9,coffee machine,4980
2211,2022-09-9,Microwave oven,121
2273,2022-09-9,Laptop,582
2289,2022-09-9,Phone,948
2317,2022-09-9,Microwave oven,136
2332,2022-09-9,Phone,1079$
2354,2022-09-9,Vacuum cleaner,469
2386,2022-09-9,TV,809
2391,2022-09-9,Laptop,2353$
2420,2022-09-9,coffee machine,248
2430,2022-09-9,Microwave oven,337$
2461,2022-09-9,Microwave oven,208$
2465,2022-09-9,Phone,1463
2480,2022-09-9,Phone,582
2483,2022-09-9,Phone,198
2537,2022-09-9,Vacuum cleaner,722
2553,2022-09-9,Microwave oven,399
2590,2022-09-9,coffee machine,2475
2597,2022-09-9,TV,967
2644,2022-09-9,Laptop,884$
2669,2022-09-9,Laptop,1743
2675,2022-09-9,TV,1322$
2680,2022-09-9,Microwave oven,464$
2680,2022-09-9,Phone,1218
2687,2022-09-9,Laptop,2612
2713,2022-09-9,Laptop,1862
2716,2022-09-9,Phone,408
2736,2022-09-9,Laptop,3211
2739,2022-09-9,Microwave oven,210$
2768,2022-09-9,Laptop,2860
2772,2022-09-9,Laptop,3283
2794,2022-09-9,Phone,1453
2794,2022-09-9,Vacuum cleaner,405
2795,2022-09-9,Vacuum cleaner,691
2825,2022-09-9,Vacuum cleaner,342
2826,2022-09-9,coffee machine,1446
2834,2022-09-9,Microwave oven,516
2845,2022-09-9,coffee machine,1291
2877,2022-09-9,Vacuum cleaner,85
2885,2022-09-9,Phone,749
2915,2022-09-9,Laptop,1903
2946,2022-09-9,Laptop,1544$
2948,2022-09-9,Laptop,3161
2952,2022-09-9,coffee machine,3004
2954,2022-09-9,Laptop,2455
2964,2022-09-9,Vacuum cleaner,551
2969,2022-09-9,Laptop,1776
3066,2022-09-9,Vacuum cleaner,232
3091,2022-09-9,Phone,854
3114,2022-09-9,Vacuum cleaner,360
3114,2022-09-9,TV,1602
3120,2022-09-9,Microwave oven,583
3132,2022-09-9,Laptop,2111
3136,2022-09-9,TV,1466
3151,2022-09-9,Microwave oven,600
3157,2022-09-9,Vacuum cleaner,601
3174,2022-09-9,coffee machine,246
3186,2022-09-9,Microwave oven,190
3196,2022-09-9,Microwave oven,287
3220,2022-09-9,Vacuum cleaner,540
3241,2022-09-9,Phone,361$
3256,2022-09-9,Laptop,3410
3266,2022-09-9,Laptop,1486$
3267,2022-09-9,Laptop,2940
3321,2022-09-9,coffee machine,3881
3321,2022-09-9,Vacuum cleaner,357
3356,2022-09-9,Laptop,2698$
3362,2022-09-9,TV,2110
3379,2022-09-9,Vacuum cleaner,292
3404,2022-09-9,Vacuum cleaner,623
3414,2022-09-9,TV,2235
3416,2022-09-9,Laptop,1660
3443,2022-09-9,coffee machine,412
3473,2022-09-9,Phone,989
3489,2022-09-9,coffee machine,2979$
3491,2022-09-9,Microwave oven,440
3504,2022-09-9,Microwave oven,446
3508,2022-09-9,TV,1152$
3512,2022-09-9,Phone,1262
3559,2022-09-9,coffee machine,3346$
3563,2022-09-9,Laptop,2826
3575,2022-09-9,Phone,1007
3584,2022-09-9,Vacuum cleaner,573
3624,2022-09-9,Phone,1373
3648,2022-09-9,Laptop,866
3648,2022-09-9,coffee machine,3833
3650,2022-09-9,coffee machine,1504
3664,2022-09-9,coffee machine,4431
3670,2022-09-9,Phone,1347$
3672,2022-09-9,Phone,656$
3677,2022-09-9,coffee machine,3305$
3686,2022-09-9,coffee machine,2768
3705,2022-09-9,Phone,272
3760,2022-09-9,Laptop,1730$
3802,2022-09-9,coffee machine,4142
3813,2022-09-9,Vacuum cleaner,86
3858,2022-09-9,TV,2264$
3882,2022-09-9,Laptop,2842
3894,2022-09-9,coffee machine,3240$
3899,2022-09-9,Microwave oven,108
3919,2022-09-9,coffee machine,1793
