CustomerId,PurchaseDate,Product,Price
3,2022-09-16,Phone,968
66,2022-09-16,Microwave oven,445
86,2022-09-16,Phone,550
92,2022-09-16,Vacuum cleaner,271
147,2022-09-16,Vacuum cleaner,258
156,2022-09-16,Microwave oven,253
172,2022-09-16,Laptop,586
184,2022-09-16,Microwave oven,255
205,2022-09-16,TV,2150$
233,2022-09-16,Phone,267
316,2022-09-16,Laptop,2698
316,2022-09-16,Microwave oven,162
323,2022-09-16,coffee machine,890
324,2022-09-16,Phone,703
332,2022-09-16,Vacuum cleaner,270
345,2022-09-16,Vacuum cleaner,312
346,2022-09-16,Laptop,1509$
349,2022-09-16,Phone,1192
364,2022-09-16,Microwave oven,401$
369,2022-09-16,coffee machine,1034
391,2022-09-16,Laptop,2372
396,2022-09-16,Microwave oven,176$
411,2022-09-16,coffee machine,3625
456,2022-09-16,Microwave oven,247
464,2022-09-16,Vacuum cleaner,676
482,2022-09-16,coffee machine,4642
556,2022-09-16,Laptop,1999$
584,2022-09-16,Laptop,1365
600,2022-09-16,Microwave oven,518$
612,2022-09-16,Phone,253$
618,2022-09-16,Phone,1478
630,2022-09-16,Vacuum cleaner,365
631,2022-09-16,Vacuum cleaner,386$
671,2022-09-16,Vacuum cleaner,497
684,2022-09-16,Laptop,615
743,2022-09-16,TV,854
762,2022-09-16,Vacuum cleaner,589$
767,2022-09-16,Vacuum cleaner,383
785,2022-09-16,Laptop,1375
787,2022-09-16,Phone,379
795,2022-09-16,Microwave oven,561
797,2022-09-16,Vacuum cleaner,653
818,2022-09-16,TV,1166
825,2022-09-16,Laptop,1197
835,2022-09-16,coffee machine,2335
844,2022-09-16,Vacuum cleaner,675$
876,2022-09-16,Microwave oven,459
877,2022-09-16,coffee machine,3915$
880,2022-09-16,coffee machine,1575$
880,2022-09-16,Phone,529
955,2022-09-16,Laptop,1438
972,2022-09-16,coffee machine,3007
987,2022-09-16,Vacuum cleaner,489$
1013,2022-09-16,coffee machine,989
1027,2022-09-16,Vacuum cleaner,605$
1035,2022-09-16,Microwave oven,329
1083,2022-09-16,Vacuum cleaner,414$
1089,2022-09-16,Phone,258
1119,2022-09-16,TV,1203
1133,2022-09-16,Laptop,1953
1140,2022-09-16,Phone,993
1142,2022-09-16,TV,1886
1156,2022-09-16,coffee machine,3121
1158,2022-09-16,Phone,936
1164,2022-09-16,TV,1535$
1164,2022-09-16,TV,2007
1189,2022-09-16,Laptop,1839
1197,2022-09-16,Vacuum cleaner,343
1201,2022-09-16,Vacuum cleaner,668
1202,2022-09-16,TV,2343
1243,2022-09-16,Vacuum cleaner,766
1245,2022-09-16,Phone,1248
1274,2022-09-16,coffee machine,2345
1297,2022-09-16,TV,829
1316,2022-09-16,Phone,457
1317,2022-09-16,TV,794
1318,2022-09-16,Vacuum cleaner,768
1326,2022-09-16,Microwave oven,134
1340,2022-09-16,Microwave oven,554
1399,2022-09-16,Microwave oven,153
1488,2022-09-16,Vacuum cleaner,539
1572,2022-09-16,TV,2273
1576,2022-09-16,Phone,748
1614,2022-09-16,Phone,373
1660,2022-09-16,TV,2064
1667,2022-09-16,Phone,909
1677,2022-09-16,Laptop,1567
1688,2022-09-16,coffee machine,3345
1688,2022-09-16,Vacuum cleaner,627
1719,2022-09-16,coffee machine,4326$
1764,2022-09-16,Laptop,3433
1767,2022-09-16,Microwave oven,538
1784,2022-09-16,TV,942
1789,2022-09-16,Vacuum cleaner,623
1850,2022-09-16,Microwave oven,425$
1863,2022-09-16,Phone,1399
1878,2022-09-16,Laptop,1830
1879,2022-09-16,Phone,252
1887,2022-09-16,Vacuum cleaner,119
1906,2022-09-16,Phone,975$
1917,2022-09-16,TV,1464
1923,2022-09-16,TV,519
1929,2022-09-16,Vacuum cleaner,757
1950,2022-09-16,TV,1104
1981,2022-09-16,Microwave oven,266
1986,2022-09-16,Microwave oven,378
2045,2022-09-16,TV,2255
2058,2022-09-16,Laptop,825
2069,2022-09-16,Laptop,513$
2089,2022-09-16,TV,1910
2089,2022-09-16,Phone,361
2108,2022-09-16,Phone,539
2118,2022-09-16,Vacuum cleaner,91$
2132,2022-09-16,Microwave oven,484
2185,2022-09-16,Laptop,1681
2196,2022-09-16,Vacuum cleaner,589
2217,2022-09-16,Vacuum cleaner,768
2223,2022-09-16,Vacuum cleaner,156
2232,2022-09-16,Laptop,1103
2242,2022-09-16,TV,2396
2252,2022-09-16,Laptop,2939
2296,2022-09-16,Microwave oven,477
2321,2022-09-16,Microwave oven,562$
2323,2022-09-16,coffee machine,4752
2329,2022-09-16,Laptop,1837
2345,2022-09-16,Laptop,3495
2366,2022-09-16,coffee machine,3412
2405,2022-09-16,Microwave oven,292$
2442,2022-09-16,Laptop,1140
2453,2022-09-16,Laptop,1195
2462,2022-09-16,Phone,1027
2470,2022-09-16,coffee machine,3953
2530,2022-09-16,Microwave oven,596
2543,2022-09-16,Vacuum cleaner,553
2564,2022-09-16,coffee machine,1985
2564,2022-09-16,coffee machine,1961
2569,2022-09-16,Phone,1245
2574,2022-09-16,Vacuum cleaner,769
2648,2022-09-16,Phone,1335
2650,2022-09-16,Phone,280
2671,2022-09-16,TV,1987
2689,2022-09-16,Microwave oven,587
2697,2022-09-16,Laptop,1036
2718,2022-09-16,Phone,769
2721,2022-09-16,Microwave oven,334$
2731,2022-09-16,TV,1500
2755,2022-09-16,coffee machine,3208
2779,2022-09-16,Vacuum cleaner,682
2825,2022-09-16,Phone,1104
2837,2022-09-16,Phone,573$
2865,2022-09-16,Laptop,2832
2867,2022-09-16,Vacuum cleaner,353
2902,2022-09-16,Laptop,1873
2924,2022-09-16,Microwave oven,421$
2946,2022-09-16,TV,1454$
2982,2022-09-16,coffee machine,2359
2988,2022-09-16,Phone,888
2989,2022-09-16,Microwave oven,408
3037,2022-09-16,Phone,1357
3053,2022-09-16,Laptop,1984
3061,2022-09-16,coffee machine,1223
