CustomerId,PurchaseDate,Product,Price
1,2022-09-15,TV,1005
16,2022-09-15,coffee machine,707$
31,2022-09-15,Microwave oven,463
56,2022-09-15,Laptop,938$
67,2022-09-15,Laptop,1029
78,2022-09-15,TV,2107
92,2022-09-15,TV,2313
96,2022-09-15,TV,1909
107,2022-09-15,Laptop,2058
118,2022-09-15,TV,1774
142,2022-09-15,Laptop,3379
164,2022-09-15,Vacuum cleaner,474
171,2022-09-15,TV,1049$
177,2022-09-15,Laptop,2280
184,2022-09-15,Vacuum cleaner,434
192,2022-09-15,TV,591
230,2022-09-15,Laptop,1946
237,2022-09-15,Vacuum cleaner,714
243,2022-09-15,Phone,1348
256,2022-09-15,Microwave oven,225
258,2022-09-15,Phone,690
261,2022-09-15,Vacuum cleaner,332
263,2022-09-15,Phone,151$
309,2022-09-15,Phone,403
349,2022-09-15,coffee machine,2127
369,2022-09-15,Laptop,3394
378,2022-09-15,Vacuum cleaner,346
386,2022-09-15,coffee machine,3745
386,2022-09-15,Phone,1164
389,2022-09-15,coffee machine,3224
396,2022-09-15,Laptop,1749
414,2022-09-15,TV,1098
414,2022-09-15,TV,1306$
420,2022-09-15,Phone,689
485,2022-09-15,Phone,908
487,2022-09-15,Vacuum cleaner,545
488,2022-09-15,Microwave oven,198
506,2022-09-15,Phone,1038
540,2022-09-15,Microwave oven,519
545,2022-09-15,coffee machine,977
550,2022-09-15,Laptop,2225
563,2022-09-15,Microwave oven,289$
601,2022-09-15,Vacuum cleaner,558
602,2022-09-15,TV,2091
665,2022-09-15,Vacuum cleaner,311
670,2022-09-15,TV,1358
712,2022-09-15,Laptop,3016$
732,2022-09-15,coffee machine,2669
760,2022-09-15,coffee machine,3998
772,2022-09-15,Phone,1379
775,2022-09-15,Microwave oven,200
829,2022-09-15,Microwave oven,478
847,2022-09-15,Laptop,574
875,2022-09-15,coffee machine,1303
899,2022-09-15,Microwave oven,599
899,2022-09-15,Vacuum cleaner,267
910,2022-09-15,Phone,1133
965,2022-09-15,Phone,722
983,2022-09-15,TV,1306$
985,2022-09-15,Laptop,1680
996,2022-09-15,Laptop,2877
1011,2022-09-15,coffee machine,3425
1015,2022-09-15,Vacuum cleaner,466$
1017,2022-09-15,TV,660
1017,2022-09-15,TV,712
1053,2022-09-15,coffee machine,495$
1054,2022-09-15,TV,1599
1060,2022-09-15,coffee machine,2079
1093,2022-09-15,Microwave oven,426
1125,2022-09-15,Laptop,1172
1141,2022-09-15,Laptop,1985
1148,2022-09-15,Microwave oven,546
1156,2022-09-15,TV,1120
1163,2022-09-15,TV,2478
1168,2022-09-15,coffee machine,351
1183,2022-09-15,Laptop,1870
1209,2022-09-15,Laptop,1747$
1216,2022-09-15,coffee machine,906
1225,2022-09-15,Microwave oven,509
1231,2022-09-15,coffee machine,4776
1259,2022-09-15,Microwave oven,117
1261,2022-09-15,TV,1776
1276,2022-09-15,coffee machine,1559
1280,2022-09-15,Phone,751
1317,2022-09-15,Vacuum cleaner,575
1332,2022-09-15,Phone,1307
1372,2022-09-15,Phone,1427
1377,2022-09-15,coffee machine,4552
1384,2022-09-15,TV,944
1392,2022-09-15,Vacuum cleaner,163
1404,2022-09-15,Vacuum cleaner,581$
1449,2022-09-15,TV,1028
1475,2022-09-15,Vacuum cleaner,411$
1487,2022-09-15,Microwave oven,418$
1500,2022-09-15,Vacuum cleaner,253
1561,2022-09-15,Phone,567
