CustomerId,PurchaseDate,Product,Price
1,2022-09-3,TV,2032
27,2022-09-3,coffee machine,1706$
30,2022-09-3,TV,2102
88,2022-09-3,Microwave oven,213
97,2022-09-3,TV,1591
123,2022-09-3,TV,2240
136,2022-09-3,TV,634
139,2022-09-3,coffee machine,244$
144,2022-09-3,Phone,1432
150,2022-09-3,Vacuum cleaner,370
166,2022-09-3,Microwave oven,205
169,2022-09-3,Laptop,1342$
197,2022-09-3,Vacuum cleaner,372
215,2022-09-3,Microwave oven,256$
219,2022-09-3,coffee machine,1027$
226,2022-09-3,TV,1609$
236,2022-09-3,Phone,653
273,2022-09-3,Phone,782
286,2022-09-3,Microwave oven,337
292,2022-09-3,TV,1259
294,2022-09-3,Microwave oven,342
363,2022-09-3,Phone,491$
388,2022-09-3,coffee machine,4382$
412,2022-09-3,Vacuum cleaner,256$
468,2022-09-3,Microwave oven,586
512,2022-09-3,coffee machine,3602
544,2022-09-3,coffee machine,3468
545,2022-09-3,Vacuum cleaner,180
581,2022-09-3,Laptop,1760$
581,2022-09-3,coffee machine,3603$
598,2022-09-3,coffee machine,1469
606,2022-09-3,Microwave oven,312
622,2022-09-3,Phone,355
627,2022-09-3,Vacuum cleaner,189
642,2022-09-3,coffee machine,3228
643,2022-09-3,coffee machine,3613
652,2022-09-3,Laptop,3254
673,2022-09-3,Laptop,3276$
700,2022-09-3,Laptop,1413$
707,2022-09-3,Microwave oven,256
730,2022-09-3,coffee machine,468
779,2022-09-3,coffee machine,2455
785,2022-09-3,Microwave oven,215
839,2022-09-3,Laptop,2124
857,2022-09-3,Laptop,1446
877,2022-09-3,Phone,1433
877,2022-09-3,Laptop,2095$
883,2022-09-3,Phone,1015
893,2022-09-3,Laptop,2272$
903,2022-09-3,coffee machine,2556
926,2022-09-3,Vacuum cleaner,373
963,2022-09-3,Laptop,1344
970,2022-09-3,Vacuum cleaner,466
999,2022-09-3,Laptop,1666
1013,2022-09-3,TV,891
1021,2022-09-3,Phone,1222
1026,2022-09-3,Phone,397
1028,2022-09-3,Phone,875
1039,2022-09-3,Vacuum cleaner,771
1041,2022-09-3,coffee machine,4747
1043,2022-09-3,TV,612
1046,2022-09-3,Vacuum cleaner,142
1112,2022-09-3,Phone,786
1131,2022-09-3,Microwave oven,121
1152,2022-09-3,Phone,1154
1178,2022-09-3,Microwave oven,397
1187,2022-09-3,Microwave oven,268
1198,2022-09-3,Phone,1295
1199,2022-09-3,Phone,492
1199,2022-09-3,Phone,519$
1255,2022-09-3,Laptop,3482$
1257,2022-09-3,Phone,856
1260,2022-09-3,coffee machine,860
1277,2022-09-3,Laptop,1251
1304,2022-09-3,Laptop,1910
1325,2022-09-3,coffee machine,3447$
1368,2022-09-3,TV,1628
1414,2022-09-3,Laptop,561$
1448,2022-09-3,coffee machine,2766
1489,2022-09-3,Microwave oven,221
1531,2022-09-3,TV,1670
1537,2022-09-3,TV,1903
1541,2022-09-3,TV,1815$
1574,2022-09-3,Microwave oven,515
1589,2022-09-3,Vacuum cleaner,724$
1594,2022-09-3,Microwave oven,468
1608,2022-09-3,Vacuum cleaner,395
1610,2022-09-3,Vacuum cleaner,644
1620,2022-09-3,Phone,918
1624,2022-09-3,TV,542$
1640,2022-09-3,Vacuum cleaner,392$
1670,2022-09-3,Laptop,2046
1703,2022-09-3,Laptop,2703$
1769,2022-09-3,TV,964
1772,2022-09-3,TV,1495
1782,2022-09-3,Laptop,2782$
1791,2022-09-3,coffee machine,388
1802,2022-09-3,Vacuum cleaner,192$
1830,2022-09-3,Microwave oven,317$
1839,2022-09-3,TV,1878
1846,2022-09-3,Laptop,561$
1875,2022-09-3,coffee machine,2713$
1889,2022-09-3,coffee machine,3283
1935,2022-09-3,Laptop,2126
2005,2022-09-3,coffee machine,4725
2009,2022-09-3,Laptop,2933
2040,2022-09-3,Vacuum cleaner,125
2045,2022-09-3,TV,1338
2050,2022-09-3,coffee machine,4920$
2073,2022-09-3,TV,1309
2081,2022-09-3,TV,2189
2105,2022-09-3,Vacuum cleaner,524
2114,2022-09-3,Phone,811
2116,2022-09-3,Phone,1106$
2160,2022-09-3,Vacuum cleaner,102
2163,2022-09-3,TV,1969
2164,2022-09-3,Phone,1406
2167,2022-09-3,Phone,895
2184,2022-09-3,coffee machine,4968
2185,2022-09-3,Phone,355
2216,2022-09-3,Vacuum cleaner,221
2237,2022-09-3,Vacuum cleaner,256
2239,2022-09-3,Laptop,2248
2241,2022-09-3,coffee machine,4515
2242,2022-09-3,Phone,1118$
2243,2022-09-3,TV,603
2260,2022-09-3,Vacuum cleaner,617
2289,2022-09-3,coffee machine,350$
2290,2022-09-3,Vacuum cleaner,468
2309,2022-09-3,Laptop,2741
2310,2022-09-3,Vacuum cleaner,240
2319,2022-09-3,coffee machine,487
2355,2022-09-3,Phone,566
2373,2022-09-3,Vacuum cleaner,305
2389,2022-09-3,TV,1019
2396,2022-09-3,Phone,702
2396,2022-09-3,Laptop,1854
2414,2022-09-3,Laptop,1972$
2427,2022-09-3,Laptop,3284
2431,2022-09-3,Phone,1189
2444,2022-09-3,TV,1623
2446,2022-09-3,Phone,1006$
2475,2022-09-3,TV,859$
2481,2022-09-3,Phone,432
2481,2022-09-3,Vacuum cleaner,647
2487,2022-09-3,coffee machine,105$
2488,2022-09-3,TV,1611
2526,2022-09-3,coffee machine,1618
2538,2022-09-3,Phone,557
2569,2022-09-3,Vacuum cleaner,118
2593,2022-09-3,Microwave oven,159
2625,2022-09-3,Phone,433
2643,2022-09-3,TV,1600
2645,2022-09-3,Microwave oven,187$
2663,2022-09-3,Laptop,546
2684,2022-09-3,Microwave oven,261
2703,2022-09-3,Phone,222
2720,2022-09-3,coffee machine,233
2729,2022-09-3,Microwave oven,423
2733,2022-09-3,Phone,284
2760,2022-09-3,TV,2005
2763,2022-09-3,Vacuum cleaner,444$
2770,2022-09-3,TV,1662
2813,2022-09-3,Phone,1447$
2820,2022-09-3,Laptop,1087
2834,2022-09-3,Laptop,3026
2865,2022-09-3,Microwave oven,153
2867,2022-09-3,Microwave oven,167
2934,2022-09-3,Laptop,2360
2939,2022-09-3,TV,2199
2946,2022-09-3,Vacuum cleaner,245
3027,2022-09-3,coffee machine,4286
3045,2022-09-3,Vacuum cleaner,526
3058,2022-09-3,Microwave oven,176
3069,2022-09-3,TV,592
3072,2022-09-3,TV,774
3072,2022-09-3,Phone,235
3074,2022-09-3,coffee machine,3105
3075,2022-09-3,Laptop,1181$
3094,2022-09-3,Vacuum cleaner,618
3130,2022-09-3,Phone,1123
3133,2022-09-3,Laptop,3481
3167,2022-09-3,Laptop,1765
3179,2022-09-3,TV,1925
3195,2022-09-3,Laptop,3269
3207,2022-09-3,Phone,430
3210,2022-09-3,coffee machine,840
3212,2022-09-3,Phone,624
3237,2022-09-3,Phone,419$
3272,2022-09-3,TV,2141
3295,2022-09-3,TV,965
3329,2022-09-3,Phone,825
3364,2022-09-3,Phone,1364
3417,2022-09-3,coffee machine,2090$
3428,2022-09-3,coffee machine,3360$
3431,2022-09-3,Microwave oven,567$
3433,2022-09-3,Vacuum cleaner,674
3437,2022-09-3,Microwave oven,459
3449,2022-09-3,TV,1319
3458,2022-09-3,Vacuum cleaner,106
3509,2022-09-3,TV,1898
3513,2022-09-3,Laptop,1345
3549,2022-09-3,Microwave oven,198
3552,2022-09-3,Laptop,2261
