CustomerId,PurchaseDate,Product,Price
11,2022-09-18,Vacuum cleaner,465
22,2022-09-18,Phone,1146
24,2022-09-18,Microwave oven,492
85,2022-09-18,Vacuum cleaner,615
87,2022-09-18,Phone,1066
180,2022-09-18,Vacuum cleaner,783
203,2022-09-18,coffee machine,698
205,2022-09-18,TV,2105
209,2022-09-18,Vacuum cleaner,423
218,2022-09-18,Microwave oven,104$
244,2022-09-18,TV,1022
264,2022-09-18,Vacuum cleaner,747$
329,2022-09-18,Phone,530
359,2022-09-18,TV,913
370,2022-09-18,Phone,1246
416,2022-09-18,Phone,1198
418,2022-09-18,Microwave oven,595$
437,2022-09-18,Phone,624
451,2022-09-18,Vacuum cleaner,367
455,2022-09-18,Phone,919
465,2022-09-18,coffee machine,4040
479,2022-09-18,TV,2230
500,2022-09-18,Vacuum cleaner,375$
510,2022-09-18,TV,782
518,2022-09-18,Phone,1417
525,2022-09-18,Vacuum cleaner,212
541,2022-09-18,TV,1142
541,2022-09-18,TV,2470
555,2022-09-18,Microwave oven,326
572,2022-09-18,Vacuum cleaner,578
591,2022-09-18,Phone,850
612,2022-09-18,Laptop,2905
630,2022-09-18,Vacuum cleaner,596
656,2022-09-18,Phone,447
679,2022-09-18,TV,1379
690,2022-09-18,Microwave oven,108$
724,2022-09-18,Laptop,1084
725,2022-09-18,TV,1383
728,2022-09-18,Laptop,1319
733,2022-09-18,Vacuum cleaner,578
750,2022-09-18,Vacuum cleaner,368$
790,2022-09-18,Laptop,2122$
791,2022-09-18,Vacuum cleaner,566
794,2022-09-18,Phone,1275
805,2022-09-18,coffee machine,3380
808,2022-09-18,Vacuum cleaner,194
832,2022-09-18,Phone,508$
849,2022-09-18,coffee machine,4077
872,2022-09-18,Laptop,3091
911,2022-09-18,Microwave oven,233
953,2022-09-18,coffee machine,4969
967,2022-09-18,Phone,1357
1016,2022-09-18,TV,915$
1017,2022-09-18,Vacuum cleaner,462
1037,2022-09-18,Phone,442$
1077,2022-09-18,Phone,1141
1083,2022-09-18,TV,1072
1090,2022-09-18,Phone,308$
1115,2022-09-18,TV,2463
1125,2022-09-18,TV,1526
1204,2022-09-18,coffee machine,3456
1219,2022-09-18,Laptop,3437
1257,2022-09-18,Vacuum cleaner,764
1273,2022-09-18,Microwave oven,316
1292,2022-09-18,TV,1749
1332,2022-09-18,Laptop,1153$
1336,2022-09-18,Vacuum cleaner,185
1390,2022-09-18,coffee machine,4477
1396,2022-09-18,coffee machine,3531$
1406,2022-09-18,Microwave oven,101
