CustomerId,PurchaseDate,Product,Price
27,2022-09-7,Phone,490
84,2022-09-7,Microwave oven,156
114,2022-09-7,coffee machine,712$
130,2022-09-7,coffee machine,3863
146,2022-09-7,Laptop,1712
152,2022-09-7,Phone,1499
193,2022-09-7,Vacuum cleaner,220
196,2022-09-7,Phone,552
204,2022-09-7,Vacuum cleaner,773$
224,2022-09-7,TV,2063
235,2022-09-7,TV,2475$
259,2022-09-7,Microwave oven,304$
296,2022-09-7,TV,1954
334,2022-09-7,Microwave oven,392
359,2022-09-7,Vacuum cleaner,284
378,2022-09-7,coffee machine,1305
381,2022-09-7,Microwave oven,230
383,2022-09-7,Vacuum cleaner,562
403,2022-09-7,coffee machine,1588
409,2022-09-7,coffee machine,2235
430,2022-09-7,Microwave oven,347
435,2022-09-7,Microwave oven,535$
504,2022-09-7,Phone,782
523,2022-09-7,Vacuum cleaner,693
554,2022-09-7,coffee machine,4292
586,2022-09-7,Laptop,1090
655,2022-09-7,Phone,938
705,2022-09-7,Vacuum cleaner,461
738,2022-09-7,Laptop,1415$
772,2022-09-7,Phone,636
783,2022-09-7,TV,629
788,2022-09-7,coffee machine,2896
797,2022-09-7,Laptop,1403
802,2022-09-7,Laptop,2089
803,2022-09-7,Phone,495$
805,2022-09-7,coffee machine,1167
810,2022-09-7,Vacuum cleaner,159$
817,2022-09-7,Microwave oven,421
829,2022-09-7,TV,1221$
837,2022-09-7,Microwave oven,517
840,2022-09-7,Laptop,2584
905,2022-09-7,Laptop,1270
946,2022-09-7,TV,1742$
994,2022-09-7,Phone,566$
1015,2022-09-7,Laptop,1378
1023,2022-09-7,Laptop,2459$
1064,2022-09-7,Phone,976
1068,2022-09-7,Laptop,2212$
1068,2022-09-7,TV,1645$
1070,2022-09-7,Phone,332
1106,2022-09-7,Laptop,2955
1143,2022-09-7,Vacuum cleaner,465$
1183,2022-09-7,coffee machine,3215
1186,2022-09-7,Vacuum cleaner,549
1228,2022-09-7,TV,760
1239,2022-09-7,TV,526
1259,2022-09-7,Phone,604
1296,2022-09-7,Phone,226$
1332,2022-09-7,Phone,237
1346,2022-09-7,Laptop,654
1352,2022-09-7,Laptop,3073
1395,2022-09-7,TV,1795$
1427,2022-09-7,Microwave oven,401
1432,2022-09-7,Laptop,2058$
1498,2022-09-7,Vacuum cleaner,166$
1525,2022-09-7,TV,1961
1569,2022-09-7,TV,527
1637,2022-09-7,Microwave oven,344
1646,2022-09-7,Phone,1356
1653,2022-09-7,coffee machine,4951$
1658,2022-09-7,Laptop,1972$
1687,2022-09-7,Laptop,841
1693,2022-09-7,TV,2032
1709,2022-09-7,Vacuum cleaner,129
1715,2022-09-7,Laptop,3355
1736,2022-09-7,Laptop,1674
1749,2022-09-7,Phone,798
1787,2022-09-7,Vacuum cleaner,400
1835,2022-09-7,Microwave oven,560$
1839,2022-09-7,coffee machine,2939
1867,2022-09-7,Phone,355$
1881,2022-09-7,Vacuum cleaner,658
1882,2022-09-7,Laptop,2721$
1889,2022-09-7,Phone,447
1925,2022-09-7,Microwave oven,405
2018,2022-09-7,Microwave oven,285
2024,2022-09-7,Microwave oven,201
2044,2022-09-7,Phone,811
2056,2022-09-7,Vacuum cleaner,670$
2058,2022-09-7,coffee machine,4697
2088,2022-09-7,coffee machine,1879
2104,2022-09-7,Microwave oven,105
2132,2022-09-7,Vacuum cleaner,725
2226,2022-09-7,Laptop,2829
2231,2022-09-7,Laptop,669
2244,2022-09-7,Laptop,3303
2248,2022-09-7,TV,2454
2273,2022-09-7,Microwave oven,508
2327,2022-09-7,Vacuum cleaner,800
2355,2022-09-7,Vacuum cleaner,742
2366,2022-09-7,Vacuum cleaner,634
2378,2022-09-7,Laptop,521
2379,2022-09-7,Microwave oven,308
2396,2022-09-7,Laptop,509
2403,2022-09-7,TV,831
2436,2022-09-7,Vacuum cleaner,663
2462,2022-09-7,coffee machine,4710
2476,2022-09-7,coffee machine,1408$
2480,2022-09-7,coffee machine,3017
